Detail ID,Title,Article,Standard Number,Wr Wrk Inst,RH Acct Number,Publisher,Pub Date,Number of Copies,Reported Value,Market,Market Period From,Market Period To,Author,Line,Error Reason
10000126,Clinical Hematology : principles1088.89 procedures1088.89 correlations,,12345XX-25215,123456789,1000027277,,5/6/2013,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,103,Market Period From: Field is required and cannot be null or empty
10000127,Clinical hematology and fundamentals of hemostasis,,12345XX-25222,123456789,1000007153,,5/7/2013,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,104,Market Period From: Field is required and cannot be null or empty
10000142,Commentary on the Torah. Exodus,[CUT FROM ULTRAPRINT] Excerpt from Commentary on the Torah,12345XX-27369,123456789,1000003302,,5/22/2013,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,105,Market Period From: Field is required and cannot be null or empty
10000143,Commentary on the Torah. Exodus,Ramban on the Leviticus 19:1-2,12345XX-27372,123456789,1000017242,,5/23/2013,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,106,Market Period From: Field is required and cannot be null or empty
10000144,Commentary on the Torah. Exodus,[CUT FROM ULTRAPRINT] Excerpt from Commentary on the Torah,12345XX-27373,123456789,1000004350,,5/24/2013,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,107,Market Period From: Field is required and cannot be null or empty
10000145,Commentary on the Torah. Exodus,Ramban on the Leviticus 19:1-2,12345XX-27374,123456789,1000015768,,5/25/2013,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,108,Market Period From: Field is required and cannot be null or empty
10000146,Commentary on the Torah. Exodus,[CUT FROM ULTRAPRINT] Excerpt from Commentary on the Torah,12345XX-27375,123456789,1000018766,,5/26/2013,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,109,Market Period From: Field is required and cannot be null or empty
10000147,Commentary on the Torah. Exodus,Ramban on the Leviticus 19:1-2,12345XX-27376,123456789,1000000253,,5/27/2013,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,110,Market Period From: Field is required and cannot be null or empty
10000160,Dancing at the Louvre : Faith Ringgold's French collection and other story quilts,,12345XX-36046,123456789,1000012248,,6/9/2013,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,111,Market Period From: Field is required and cannot be null or empty
10000161,Dancing at the Louvre : Faith Ringgold's French collection and other story quilts,COVER PICTURE,12345XX-36052,123456789,1000006766,,6/10/2013,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,112,Market Period From: Field is required and cannot be null or empty
10000162,Dancing at the Louvre : Faith Ringgold's French collection and other story quilts,,12345XX-36053,123456789,1000016278,,6/11/2013,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,113,Market Period From: Field is required and cannot be null or empty
10000163,Designing for economical production,,12345XX-37518,123456789,1000002558,,6/12/2013,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,114,Market Period From: Field is required and cannot be null or empty
10000164,Designing for economical production,,12345XX-37519,123456789,1000003321,,6/13/2013,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,115,Market Period From: Field is required and cannot be null or empty
10000165,Discover (1980- ),Excerpts from Discover: Science Technology and the Future,12345XX-39235,123456789,1000025063,,6/14/2013,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,,116,Market Period From: Field is required and cannot be null or empty
10000166,Discover (1980- ),Excerpts from Discover: Science Technology and the Future,12345XX-39302,123456789,1000004111,,6/15/2013,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,,117,Market Period From: Field is required and cannot be null or empty
10000167,Eating in the underworld,Diary [Underworld],12345XX-41504,123456789,1000015894,,6/16/2013,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,118,Market Period From: Field is required and cannot be null or empty
10000168,Eating in the underworld,Diary [Underworld],12345XX-41505,123456789,1000002183,,6/17/2013,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,119,Market Period From: Field is required and cannot be null or empty
10000169,Elegy for the departure and other poems,Episode in a Library,12345XX-43602,123456789,1000016277,,6/18/2013,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,120,Market Period From: Field is required and cannot be null or empty
10000170,Elegy for the departure and other poems,Episode in a Library,12345XX-43603,123456789,1000016471,,6/19/2013,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,121,Market Period From: Field is required and cannot be null or empty
10000171,Emergency (1978-1998),Who Heals the Healers?,12345XX-43886,123456789,1000011155,,6/20/2013,,23.25,Univ,,2015,,122,Market Period From: Field is required and cannot be null or empty
10000172,Emergency (1978-1998),Who Heals the Healers?,12345XX-43892,123456789,1000013237,,6/21/2013,,23.25,Univ,,2015,,123,Market Period From: Field is required and cannot be null or empty
10000173,Emergent curriculum,,12345XX-43952,123456789,1000032265,,6/22/2013,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,124,Market Period From: Field is required and cannot be null or empty
10000174,Emergent curriculum,,12345XX-43968,123456789,1000013301,,6/23/2013,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,125,Market Period From: Field is required and cannot be null or empty
10000175,English grammar in use : a self-study reference and practice book for intermediate students of English : with answers,Reference & Practice for Intermediate Students of English,12345XX-44743,123456789,1000009413,,6/24/2013,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,126,Market Period From: Field is required and cannot be null or empty
10000176,English grammar in use : a self-study reference and practice book for intermediate students of English : with answers,Reference & Practice for Intermediate Students of English,12345XX-44746,123456789,1000008339,,6/25/2013,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,127,Market Period From: Field is required and cannot be null or empty
10000177,Essential pathology,ESSENTIAL PATHOLOGY1088.89 2ND ED.,12345XX-46172,123456789,1000007417,,6/26/2013,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,128,Market Period From: Field is required and cannot be null or empty
10000178,Essential pathology,FIGURE 2: THE CAPILLARY SYSTEM AND MECHANISMS OF EDEMA FORMATION.,12345XX-46175,123456789,1000016973,,6/27/2013,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,129,Market Period From: Field is required and cannot be null or empty
10000179,Essential pathology,ESSENTIAL PATHOLOGY1088.89 2ND ED.,12345XX-46178,123456789,1000023784,,6/28/2013,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,130,Market Period From: Field is required and cannot be null or empty
10000180,Essential pathology,FIGURE 2: THE CAPILLARY SYSTEM AND MECHANISMS OF EDEMA FORMATION.,12345XX-46181,123456789,1000029002,,6/29/2013,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,131,Market Period From: Field is required and cannot be null or empty
10000181,Exceptional parent (1971- ),My Heart Swells with Love,12345XX-48167,123456789,1000025820,,6/30/2013,,23.25,Univ,,2015,,132,Market Period From: Field is required and cannot be null or empty
10000182,Exceptional parent (1971- ),My Heart Swells with Love,12345XX-48173,123456789,1000014750,,7/1/2013,,23.25,Univ,,2015,,133,Market Period From: Field is required and cannot be null or empty
10000223,Horse color,,12345XX-66371,123456789,1000003432,,8/11/2013,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,134,Market Period From: Field is required and cannot be null or empty
10000224,Horse color,,12345XX-66377,123456789,1000004039,,8/12/2013,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,135,Market Period From: Field is required and cannot be null or empty
10000225,How people learn : guidelines for Bible teaching,,12345XX-66780,123456789,1000008402,,8/13/2013,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,136,Market Period From: Field is required and cannot be null or empty
10000226,How people learn : guidelines for Bible teaching,,12345XX-66783,123456789,1000032469,,8/14/2013,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,137,Market Period From: Field is required and cannot be null or empty
10000227,How to differentiate instruction in mixed-ability classrooms,,12345XX-66880,123456789,1000007121,,8/15/2013,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,138,Market Period From: Field is required and cannot be null or empty
10000228,How to differentiate instruction in mixed-ability classrooms,,12345XX-66881,123456789,1000011412,,8/16/2013,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,139,Market Period From: Field is required and cannot be null or empty
