Coverage Period,License Type,Reported Grade,Wr Wrk Inst,Reported Work Title,Reported Standard Number or Image ID Number,Reported Article or Chapter Title,Reported Author,Reported Publisher,Reported Publication Date,Reported Media Type,Comment,Line,Error Reason
,,,,,,,,,,,,265,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,266,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,267,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,268,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,269,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,270,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,271,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,272,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,273,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,274,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,275,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,276,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,277,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,278,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,279,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,280,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,281,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,282,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,283,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,284,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,285,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,286,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE; Wr Wrk Inst: Field is required and cannot be null or empty; Reported Media Type: Field is required and cannot be null or empty"
,,,,,,,,,,,,287,"Coverage Period: Field is required and cannot be null or empty; License Type: Field is required and cannot be null or empty; License Type: Field value should be any of: [CURR_REPUB_K12, CURR_REPUB_HE, CURR_REUSE_K12, CURR_SHARE_K12]; Reported Grade: Field is required and cannot be null or empty; Reported Grade: Field value should be any of: K, 1-12, HE"
