Title,Article,Standard Number,Wr Wrk Inst,RH Account #,Publisher,Pub Date,Number of Copies,Reported Value,Market,Market Period From,Market Period To,Author,Comment,Line,Error Reason
Discover (1980- ),Excerpts from Discover: Science Technology and the Future,12345XX-39235,123456789,1000025063,,6/14/201,,23.25,,,2015,,,116,Pub Date: Field value should have MM/dd/yyyy or M/d/yyyy format; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
Discover (1980- ),Excerpts from Discover: Science Technology and the Future,12345XX-39302,123456789,1000004111,,6/15/201,,23.25,,,2015,,,117,Pub Date: Field value should have MM/dd/yyyy or M/d/yyyy format; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
Eating in the underworld,Diary [Underworld],12345XX-41504,123456789,1000015894,,6/16/201,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,,118,Pub Date: Field value should have MM/dd/yyyy or M/d/yyyy format; Market Period From: Field is required and cannot be null or empty
Eating in the underworld,Diary [Underworld],12345XX-41505,123456789,1000002183,,6/17/201,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,,119,Pub Date: Field value should have MM/dd/yyyy or M/d/yyyy format; Market Period From: Field is required and cannot be null or empty
Elegy for the departure and other poems,Episode in a Library,12345XX-43602,123456789,1000016277,,6/18/201,,23.25,,,2015,Aarseth1088.89 Espen J.,,120,Pub Date: Field value should have MM/dd/yyyy or M/d/yyyy format; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
Elegy for the departure and other poems,Episode in a Library,12345XX-43603,123456789,1000016471,,6/19/201,,23.25,,,2015,Aarseth1088.89 Espen J.,,121,Pub Date: Field value should have MM/dd/yyyy or M/d/yyyy format; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
Emergency (1978-1998),Who Heals the Healers?,12345XX-43886,123456789,1000011155,,6/20/201,,23.25,Univ,,2015,,,122,Pub Date: Field value should have MM/dd/yyyy or M/d/yyyy format; Market Period From: Field is required and cannot be null or empty
Emergency (1978-1998),Who Heals the Healers?,12345XX-43892,123456789,1000013237,,6/21/201,,23.25,Univ,,2015,,,123,Pub Date: Field value should have MM/dd/yyyy or M/d/yyyy format; Market Period From: Field is required and cannot be null or empty
Emergent curriculum,,12345XX-43952,123456789,1000032265,,6/22/201,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,,124,Pub Date: Field value should have MM/dd/yyyy or M/d/yyyy format; Market Period From: Field is required and cannot be null or empty
Emergent curriculum,,12345XX-43968,123456789,1000013301,,6/23/201,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,,125,Pub Date: Field value should have MM/dd/yyyy or M/d/yyyy format; Market Period From: Field is required and cannot be null or empty
English grammar in use : a self-study reference and practice book for intermediate students of English : with answers,Reference & Practice for Intermediate Students of English,12345XX-44743,123456789,1000009413,,6/24/201,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,,126,Pub Date: Field value should have MM/dd/yyyy or M/d/yyyy format; Market Period From: Field is required and cannot be null or empty
English grammar in use : a self-study reference and practice book for intermediate students of English : with answers,Reference & Practice for Intermediate Students of English,12345XX-44746,123456789,1000008339,,6/25/201,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,,127,Pub Date: Field value should have MM/dd/yyyy or M/d/yyyy format; Market Period From: Field is required and cannot be null or empty
Essential pathology,ESSENTIAL PATHOLOGY1088.89 2ND ED.,12345XX-46172,123456789,1000007417,,6/26/201,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,,128,Pub Date: Field value should have MM/dd/yyyy or M/d/yyyy format; Market Period From: Field is required and cannot be null or empty
Essential pathology,FIGURE 2: THE CAPILLARY SYSTEM AND MECHANISMS OF EDEMA FORMATION.,12345XX-46175,123456789,1000016973,,6/27/201,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,,129,Pub Date: Field value should have MM/dd/yyyy or M/d/yyyy format; Market Period From: Field is required and cannot be null or empty
Essential pathology,ESSENTIAL PATHOLOGY1088.89 2ND ED.,12345XX-46178,123456789,1000023784,,6/28/201,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,,130,Pub Date: Field value should have MM/dd/yyyy or M/d/yyyy format; Market Period From: Field is required and cannot be null or empty
Essential pathology,FIGURE 2: THE CAPILLARY SYSTEM AND MECHANISMS OF EDEMA FORMATION.,12345XX-46181,123456789,1000029002,,6/29/201,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,,131,Pub Date: Field value should have MM/dd/yyyy or M/d/yyyy format; Market Period From: Field is required and cannot be null or empty
Exceptional parent (1971- ),My Heart Swells with Love,12345XX-48167,123456789,1000025820,,6/30/201,,23.25,Univ,,2015,,,132,Pub Date: Field value should have MM/dd/yyyy or M/d/yyyy format; Market Period From: Field is required and cannot be null or empty
Exceptional parent (1971- ),My Heart Swells with Love,12345XX-48173,123456789,1000014750,,7/1/201,,23.25,Univ,,2015,,,133,Pub Date: Field value should have MM/dd/yyyy or M/d/yyyy format; Market Period From: Field is required and cannot be null or empty
Horse color,,12345XX-66371,123456789,1000003432,,8/11/201,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,,134,Pub Date: Field value should have MM/dd/yyyy or M/d/yyyy format; Market Period From: Field is required and cannot be null or empty
Horse color,,12345XX-66377,123456789,1000004039,,8/12/201,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,,135,Pub Date: Field value should have MM/dd/yyyy or M/d/yyyy format; Market Period From: Field is required and cannot be null or empty
How people learn : guidelines for Bible teaching,,12345XX-66780,123456789,1000008402,,8/13/201,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,,136,Pub Date: Field value should have MM/dd/yyyy or M/d/yyyy format; Market Period From: Field is required and cannot be null or empty
How people learn : guidelines for Bible teaching,,12345XX-66783,123456789,1000032469,,8/14/201,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,,137,Pub Date: Field value should have MM/dd/yyyy or M/d/yyyy format; Market Period From: Field is required and cannot be null or empty
How to differentiate instruction in mixed-ability classrooms,,12345XX-66880,123456789,1000007121,,8/15/201,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,,138,Pub Date: Field value should have MM/dd/yyyy or M/d/yyyy format; Market Period From: Field is required and cannot be null or empty
How to differentiate instruction in mixed-ability classrooms,,12345XX-66881,123456789,1000011412,,8/16/201,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,,139,Pub Date: Field value should have MM/dd/yyyy or M/d/yyyy format; Market Period From: Field is required and cannot be null or empty
How to speak dog : mastering the art of dog-human communication,Mastering the art of dog-human communication,12345XX-67071,123456789,1000031769,,8/17/201,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,,140,Pub Date: Field value should have MM/dd/yyyy or M/d/yyyy format; Market Period From: Field is required and cannot be null or empty
In search of excellence : lessons from America's best-run companies,In Search of Excellence: Lessons From America's Best-Run Companies,12345XX-69509,123456789,1000006256,,8/20/201,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,,141,Pub Date: Field value should have MM/dd/yyyy or M/d/yyyy format; Market Period From: Field is required and cannot be null or empty
Integrated treatment for dual disorders : a guide to effective practice,Integrated Treatment for Dual Disorders: A Guide to Effective Practice,12345XX-71071,123456789,1000009919,,8/21/201,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,,142,Pub Date: Field value should have MM/dd/yyyy or M/d/yyyy format; Market Period From: Field is required and cannot be null or empty
Integrated treatment for dual disorders : a guide to effective practice,Integrated Treatment for Dual Disorders: A Guide to Effective Practice,12345XX-71215,123456789,1000011911,,8/22/201,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,,143,Pub Date: Field value should have MM/dd/yyyy or M/d/yyyy format; Market Period From: Field is required and cannot be null or empty
International journal of sports medicine (1980- ),Excerpt from International Journal of Sports Medicine,12345XX-72552,123456789,1000024965,,8/23/201,,23.25,,,2015,,,144,Pub Date: Field value should have MM/dd/yyyy or M/d/yyyy format; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
International journal of sports medicine (1980- ),Excerpt from International Journal of Sports Medicine,12345XX-72554,123456789,1000008844,,8/24/201,,23.25,,,2015,,,145,Pub Date: Field value should have MM/dd/yyyy or M/d/yyyy format; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
International journal of sports medicine (1980- ),Excerpt from International Journal of Sports Medicine,12345XX-72559,123456789,1000009973,,8/25/201,,23.25,,,2015,,,146,Pub Date: Field value should have MM/dd/yyyy or M/d/yyyy format; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
International journal of sports medicine (1980- ),Excerpt from International Journal of Sports Medicine,12345XX-72561,123456789,1000015002,,8/26/201,,23.25,,,2015,,,147,Pub Date: Field value should have MM/dd/yyyy or M/d/yyyy format; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
Invitation to biology,The Digestive System,12345XX-74163,123456789,1000000087,,8/27/201,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,,148,Pub Date: Field value should have MM/dd/yyyy or M/d/yyyy format; Market Period From: Field is required and cannot be null or empty
Invitation to biology,The Digestive System,12345XX-74169,123456789,1000032892,,8/28/201,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,,149,Pub Date: Field value should have MM/dd/yyyy or M/d/yyyy format; Market Period From: Field is required and cannot be null or empty
Joint structure and function : a comprehensive analysis,DIAGRAM (INFRAPATELLAR FAT PAD SYNDROME),12345XX-75903,123456789,1000027075,,8/29/201,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,,150,Pub Date: Field value should have MM/dd/yyyy or M/d/yyyy format; Market Period From: Field is required and cannot be null or empty
Joint structure and function : a comprehensive analysis,JOINT STRUCTURE & FUNCTION 1088.89 (3RD. ED.),12345XX-75909,123456789,1000015313,,8/30/201,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,,151,Pub Date: Field value should have MM/dd/yyyy or M/d/yyyy format; Market Period From: Field is required and cannot be null or empty
Joint structure and function : a comprehensive analysis,DIAGRAM (INFRAPATELLAR FAT PAD SYNDROME),12345XX-75918,123456789,1000023244,,8/31/201,,23.25,Univ,,2015,Aarseth1088.89 Espen J.,,152,Pub Date: Field value should have MM/dd/yyyy or M/d/yyyy format; Market Period From: Field is required and cannot be null or empty
